-1.0f0, -1.6089907f-11
-0.5255255f0, -0.11183951f0
-0.5255255f0, 0.41502532f0
-0.5255255f0, -0.09554075f0
-0.5255255f0, 0.43073264f0
-0.5255255f0, -0.12263884f0
-0.5255255f0, 0.40342724f0
-0.5255255f0, -0.07506837f0
-0.5255255f0, 0.44723946f0
-0.5255255f0, -0.15025695f0
-0.5255255f0, 0.36974618f0
-0.5255255f0, -0.013760619f0
-0.5255255f0, 0.47354707f0
-0.5255255f0, -0.1922579f0
-0.5255255f0, 0.30881038f0
-0.5255255f0, 0.10117727f0
-0.5255255f0, 0.42555124f0
-0.5255255f0, -0.11378414f0
-0.5255255f0, 0.4130054f0
-0.5255255f0, -0.092002325f0
-0.5255255f0, 0.43384713f0
-0.5255255f0, -0.12791976f0
-0.5255255f0, 0.39742377f0
-0.5255255f0, -0.06433022f0
-0.5255255f0, 0.45440063f0
-0.5255255f0, -0.161944f0
-0.5255255f0, 0.35388213f0
-0.5255255f0, 0.01585137f0
-0.5255255f0, 0.47324404f0
-0.5255255f0, -0.19178905f0
-0.5255255f0, 0.30954686f0
-0.5255255f0, 0.09978035f0
-0.5255255f0, 0.42686036f0
-0.5255255f0, -0.11602942f0
-0.5255255f0, 0.41063544f0
-0.5255255f0, -0.08783588f0
-0.5255255f0, 0.43737593f0
-0.5255255f0, -0.1338646f0
-0.5255255f0, 0.3904124f0
-0.5255255f0, -0.051676743f0
-0.5255255f0, 0.46147433f0
-0.5255255f0, -0.1733047f0
-0.5255255f0, 0.33762243f0
-0.5255255f0, 0.04651486f0
-0.5255255f0, 0.46392867f0
-0.5255255f0, -0.17720288f0
-0.5255255f0, 0.3318629f0
-0.5255255f0, 0.057425782f0
-0.5255255f0, 0.4584455f0
-0.5255255f0, -0.16846292f0
-0.5255255f0, 0.34464958f0
-0.5255255f0, 0.03323272f0
-0.5255255f0, 0.46907747f0
-0.5255255f0, -0.18530627f0
-0.5255255f0, 0.31961006f0
-0.5255255f0, 0.08067898f0
-0.5255255f0, 0.44308317f0
-0.5255255f0, -0.14339048f0
-0.5255255f0, 0.3786353f0
-0.5255255f0, -0.03017365f0
-0.5255255f0, 0.4700232f0
-0.5255255f0, -0.18678366f0
-0.5255255f0, 0.31733662f0
-0.5255255f0, 0.08499558f0
-0.5255255f0, 0.43969485f0
-0.5255255f0, -0.13774848f0
-0.5255255f0, 0.38569006f0
-0.5255255f0, -0.043090235f0
-0.5255255f0, 0.46541756f0
-0.5255255f0, -0.17955656f0
-0.5255255f0, 0.3283424f0
-0.5255255f0, 0.064102866f0
-0.5255255f0, 0.45454085f0
-0.5255255f0, -0.16217099f0
-0.5255255f0, 0.3535652f0
-0.5255255f0, 0.01644653f0
-0.5255255f0, 0.47314996f0
-0.5255255f0, -0.19164342f0
-0.5255255f0, 0.30977535f0
-0.5255255f0, 0.0993469f0
-0.5255255f0, 0.42726323f0
-0.5255255f0, -0.11671929f0
-0.5255255f0, 0.40989918f0
-0.5255255f0, -0.086538285f0
-0.5255255f0, 0.4384441f0
-0.5255255f0, -0.13565588f0
-0.5255255f0, 0.38824818f0
-0.5255255f0, -0.04774774f0
-0.5255255f0, 0.4633654f0
-0.5255255f0, -0.17631024f0
-0.5255255f0, 0.33318967f0
-0.5255255f0, 0.054910775f0
-0.5255255f0, 0.45980865f0
-0.5255255f0, -0.1706462f0
-0.5255255f0, 0.34149846f0
-0.5255255f0, 0.03918395f0
-0.5255255f0, 0.46697932f0
-0.5255255f0, -0.18201637f0
-0.5255255f0, 0.3246293f0
-0.5255255f0, 0.0711496f0
-0.5255255f0, 0.44997448f0
-0.5255255f0, -0.15474223f0
-0.5255255f0, 0.36376503f0
-0.5255255f0, -0.0026398594f0
-0.5255255f0, 0.47444034f0
-0.5255255f0, -0.19363788f0
-0.5255255f0, 0.30663612f0
-0.5255255f0, 0.10529998f0
-0.5255255f0, 0.42159244f0
-0.5255255f0, -0.106962144f0
-0.5255255f0, 0.4199565f0
-0.5255255f0, -0.104128964f0
-0.5255255f0, 0.42273128f0
-0.5255255f0, -0.10892959f0
-0.5255255f0, 0.4179907f0
-0.5255255f0, -0.10071394f0
-0.5255255f0, 0.42598727f0
-0.5255255f0, -0.114532575f0
-0.5255255f0, 0.41221988f0
-0.5255255f0, -0.09062313f0
-0.5255255f0, 0.4350319f0
-0.5255255f0, -0.12992032f0
-0.5255255f0, 0.39509392f0
-0.5255255f0, -0.060138613f0
-0.5255255f0, 0.45690897f0
-0.5255255f0, -0.16599368f0
-0.5255255f0, 0.34817806f0
-0.5255255f0, 0.026579484f0
-0.5255255f0, 0.47101876f0
-0.5255255f0, -0.18833512f0
-0.5255255f0, 0.31493646f0
-0.5255255f0, 0.08955239f0
-0.5255255f0, 0.43594036f0
-0.5255255f0, -0.13145114f0
-0.5255255f0, 0.39329076f0
-0.5255255f0, -0.0568855f0
-0.5255255f0, 0.4587433f0
-0.5255255f0, -0.16894051f0
-0.5255255f0, 0.3439628f0
-0.5255255f0, 0.034529123f0
-0.5255255f0, 0.46864942f0
-0.5255255f0, -0.18463647f0
-0.5255255f0, 0.32063678f0
-0.5255255f0, 0.07872949f0
-0.5255255f0, 0.44455925f0
-0.5255255f0, -0.14583595f0
-0.5255255f0, 0.3755071f0
-0.5255255f0, -0.024414368f0
-0.5255255f0, 0.47155803f0
-0.5255255f0, -0.1891739f0
-0.5255255f0, 0.31363338f0
-0.5255255f0, 0.09202589f0
-0.5255255f0, 0.43382674f0
-0.5255255f0, -0.1278853f0
-0.5255255f0, 0.39746365f0
-0.5255255f0, -0.06440185f0
-0.5255255f0, 0.45435637f0
-0.5255255f0, -0.16187231f0
-0.5255255f0, 0.35398218f0
-0.5255255f0, 0.01566355f0
-0.5255255f0, 0.473273f0
-0.5255255f0, -0.19183388f0
-0.5255255f0, 0.30947646f0
-0.5255255f0, 0.09991385f0
-0.5255255f0, 0.42673597f0
-0.5255255f0, -0.115816295f0
-0.5255255f0, 0.41086212f0
-0.5255255f0, -0.08823509f0
-0.5255255f0, 0.43704435f0
-0.5255255f0, -0.13330777f0
-0.5255255f0, 0.39108035f0
-0.5255255f0, -0.052887186f0
-0.5255255f0, 0.4608624f0
-0.5255255f0, -0.17232925f0
-0.5255255f0, 0.33904958f0
-0.5255255f0, 0.043814413f0
-0.5255255f0, 0.46511203f0
-0.5255255f0, -0.17907426f0
-0.5255255f0, 0.32906643f0
-0.5255255f0, 0.06272929f0
-0.5255255f0, 0.45537785f0
-0.5255255f0, -0.16352442f0
-0.5255255f0, 0.35166842f0
-0.5255255f0, 0.02001056f0
-0.5255255f0, 0.47251433f0
-0.5255255f0, -0.19065857f0
-0.5255255f0, 0.31131783f0
-0.5255255f0, 0.09642044f0
-0.5255255f0, 0.4299417f0
-0.5255255f0, -0.12129273f0
-0.5255255f0, 0.40492308f0
-0.5255255f0, -0.07772939f0
-0.5255255f0, 0.44530332f0
-0.5255255f0, -0.14706582f0
-0.5255255f0, 0.37391806f0
-0.5255255f0, -0.021481726f0
-0.5255255f0, 0.47221586f0
-0.5255255f0, -0.19019556f0
-0.5255255f0, 0.31204122f0
-0.5255255f0, 0.09504773f0
-0.5255255f0, 0.431173f0
-0.5255255f0, -0.123387456f0
-0.5255255f0, 0.40258923f0
-0.5255255f0, -0.07357506f0
-0.5255255f0, 0.44829807f0
-0.5255255f0, -0.15199615f0
-0.5255255f0, 0.36744305f0
-0.5255255f0, -0.009485321f0
-0.5255255f0, 0.4740337f0
-0.5255255f0, -0.19301009f0
-0.5255255f0, 0.30762646f0
-0.5255255f0, 0.1034224f0
-0.5255255f0, 0.42341292f0
-0.5255255f0, -0.11010528f0
-0.5255255f0, 0.4168009f0
-0.5255255f0, -0.09864137f0
-0.5255255f0, 0.4279156f0
-0.5255255f0, -0.11783531f0
-0.5255255f0, 0.4087001f0
-0.5255255f0, -0.08442185f0
-0.5255255f0, 0.4401547f0
-0.5255255f0, -0.13851646f0
-0.5255255f0, 0.38474324f0
-0.5255255f0, -0.041362748f0
-0.5255255f0, 0.46612623f0
-0.5255255f0, -0.18067385f0
-0.5255255f0, 0.3266601f0
-0.5255255f0, 0.06729509f0
-0.5255255f0, 0.4525286f0
-0.5255255f0, -0.15890662f0
-0.5255255f0, 0.3580916f0
-0.5255255f0, 0.007959134f0
-0.5255255f0, 0.47416413f0
-0.5255255f0, -0.1932115f0
-0.5255255f0, 0.30730897f0
-0.5255255f0, 0.1040244f0
-0.5255255f0, 0.42283243f0
-0.5255255f0, -0.10910412f0
-0.5255255f0, 0.4178148f0
-0.5255255f0, -0.10040777f0
-0.5255255f0, 0.4262744f0
-0.5255255f0, -0.1150251f0
-0.5255255f0, 0.41170052f0
-0.5255255f0, -0.08971026f0
-0.5255255f0, 0.43580705f0
-0.5255255f0, -0.13122667f0
-0.5255255f0, 0.39355627f0
-0.5255255f0, -0.057365004f0
-0.5255255f0, 0.45847914f0
-0.5255255f0, -0.16851687f0
-0.5255255f0, 0.34457207f0
-0.5255255f0, 0.03337904f0
-0.5255255f0, 0.46902996f0
-0.5255255f0, -0.18523197f0
-0.5255255f0, 0.31972405f0
-0.5255255f0, 0.08046251f0
-0.5255255f0, 0.44324875f0
-0.5255255f0, -0.14366516f0
-0.5255255f0, 0.378286f0
-0.5255255f0, -0.029531538f0
-0.5255255f0, 0.47021025f0
-0.5255255f0, -0.18707542f0
-0.5255255f0, 0.31688625f0
-0.5255255f0, 0.08585069f0
-0.5255255f0, 0.43900415f0
-0.5235235f0, -0.17907412f0
-0.5235235f0, 0.33106863f0
-0.5235235f0, 0.0609338f0
-0.5235235f0, 0.45844764f0
-0.5235235f0, -0.16646434f0
-0.5235235f0, 0.34951043f0
-0.5235235f0, 0.026072416f0
-0.5235235f0, 0.47315115f0
-0.5235235f0, -0.18964325f0
-0.5235235f0, 0.31490466f0
-0.5235235f0, 0.09161474f0
-0.5235235f0, 0.43618375f0
-0.5235235f0, -0.12985879f0
-0.5235235f0, 0.39716804f0
-0.5235235f0, -0.061868794f0
-0.5235235f0, 0.4578953f0
-0.5235235f0, -0.16557775f0
-0.5235235f0, 0.35077068f0
-0.5235235f0, 0.023700887f0
-0.5235235f0, 0.47372776f0
-0.5235235f0, -0.19053532f0
-0.5235235f0, 0.3135125f0
-0.5235235f0, 0.09425737f0
-0.5235235f0, 0.43387666f0
-0.5235235f0, -0.12596768f0
-0.5235235f0, 0.40166986f0
-0.5235235f0, -0.069932595f0
-0.5235235f0, 0.45279753f0
-0.5235235f0, -0.15734178f0
-0.5235235f0, 0.36223888f0
-0.5235235f0, 0.0022086913f0
-0.5235235f0, 0.47645256f0
-0.5235235f0, -0.19473304f0
-0.5235235f0, 0.3069056f0
-0.5235235f0, 0.10679113f0
-0.5235235f0, 0.42212787f0
-0.5235235f0, -0.10588562f0
-0.5235235f0, 0.42302066f0
-0.5235235f0, -0.10742687f0
-0.5235235f0, 0.42149702f0
-0.5235235f0, -0.10479511f0
-0.5235235f0, 0.42408684f0
-0.5235235f0, -0.109264255f0
-0.5235235f0, 0.41965517f0
-0.5235235f0, -0.101604246f0
-0.5235235f0, 0.4271498f0
-0.5235235f0, -0.114523105f0
-0.5235235f0, 0.41423187f0
-0.5235235f0, -0.09215018f0
-0.5235235f0, 0.43572113f0
-0.5235235f0, -0.12907998f0
-0.5235235f0, 0.39807826f0
-0.5235235f0, -0.06350335f0
-0.5235235f0, 0.4569103f0
-0.5235235f0, -0.16399382f0
-0.5235235f0, 0.35300988f0
-0.5235235f0, 0.019491525f0
-0.5235235f0, 0.47461662f0
-0.5235235f0, -0.19190782f0
-0.5235235f0, 0.3113624f0
-0.5235235f0, 0.09833789f0
-0.5235235f0, 0.43019694f0
-0.5235235f0, -0.11972535f0
-0.5235235f0, 0.408649f0
-0.5235235f0, -0.08232953f0
-0.5235235f0, 0.44380903f0
-0.5235235f0, -0.142592f0
-0.5235235f0, 0.38164952f0
-0.5235235f0, -0.033702962f0
-0.5235235f0, 0.47092608f0
-0.5235235f0, -0.18618885f0
-0.5235235f0, 0.32025537f0
-0.5235235f0, 0.0814557f0
-0.5235235f0, 0.44448766f0
-0.5235235f0, -0.14371552f0
-0.5235235f0, 0.3802239f0
-0.5235235f0, -0.031089162f0
-0.5235235f0, 0.47175166f0
-0.5235235f0, -0.18747279f0
-0.5235235f0, 0.3182741f0
-0.5235235f0, 0.085217565f0
-0.5235235f0, 0.4415182f0
-0.5235235f0, -0.13878743f0
-0.5235235f0, 0.38641015f0
-0.5235235f0, -0.04240072f0
-0.5235235f0, 0.46770585f0
-0.5235235f0, -0.18115546f0
-0.5235235f0, 0.32793477f0
-0.5235235f0, 0.06687828f0
-0.5235235f0, 0.45479864f0
-0.5235235f0, -0.16058609f0
-0.5235235f0, 0.3577734f0
-0.5235235f0, 0.010556895f0
-0.5235235f0, 0.47593054f0
-0.5235235f0, -0.19393106f0
-0.5235235f0, 0.3081749f0
-0.5235235f0, 0.10438443f0
-0.5235235f0, 0.4244858f0
-0.5235235f0, -0.109950915f0
-0.5235235f0, 0.41895977f0
-0.5235235f0, -0.10039684f0
-0.5235235f0, 0.42828664f0
-0.5235235f0, -0.116467424f0
-0.5235235f0, 0.4121704f0
-0.5235235f0, -0.08853421f0
-0.5235235f0, 0.438797f0
-0.5235235f0, -0.13424481f0
-0.5235235f0, 0.39195698f0
-0.5235235f0, -0.05247229f0
-0.5235235f0, 0.4630757f0
-0.5235235f0, -0.1738487f0
-0.5235235f0, 0.3388261f0
-0.5235235f0, 0.046239216f0
-0.5235235f0, 0.46605465f0
-0.5235235f0, -0.1785591f0
-0.5235235f0, 0.33184028f0
-0.5235235f0, 0.05947069f0
-0.5235235f0, 0.45929563f0
-0.5235235f0, -0.16782337f0
-0.5235235f0, 0.3475691f0
-0.5235235f0, 0.029728858f0
-0.5235235f0, 0.47215518f0
-0.5235235f0, -0.18809943f0
-0.5235235f0, 0.3173039f0
-0.5235235f0, 0.0870597f0
-0.5235235f0, 0.44001865f0
-0.5235235f0, -0.13628732f0
-0.5235235f0, 0.38948163f0
-0.5235235f0, -0.047986314f0
-0.5235235f0, 0.46525672f0
-0.5235235f0, -0.1773007f0
-0.5235235f0, 0.33371922f0
-0.5235235f0, 0.055909194f0
-0.5235235f0, 0.46127656f0
-0.5235235f0, -0.1709876f0
-0.5235235f0, 0.3430051f0
-0.5235235f0, 0.03833947f0
-0.5235235f0, 0.46929976f0
-0.5235235f0, -0.18365185f0
-0.5235235f0, 0.32414365f0
-0.5235235f0, 0.07407349f0
-0.5235235f0, 0.44994897f0
-0.5235235f0, -0.15269847f0
-0.5235235f0, 0.3685092f0
-0.5235235f0, -0.009463532f0
-0.5235235f0, 0.47603774f0
-0.5235235f0, -0.19409585f0
-0.5235235f0, 0.30791438f0
-0.5235235f0, 0.10487848f0
-0.5235235f0, 0.4240057f0
-0.5235235f0, -0.10912452f0
-0.5235235f0, 0.41979623f0
-0.5235235f0, -0.10184895f0
-0.5235235f0, 0.4269179f0
-0.5235235f0, -0.114126f0
-0.5235235f0, 0.41464916f0
-0.5235235f0, -0.09288071f0
-0.5235235f0, 0.435086f0
-0.5235235f0, -0.12800956f0
-0.5235235f0, 0.39932182f0
-0.5235235f0, -0.06573313f0
-0.5235235f0, 0.4555269f0
-0.5235235f0, -0.16176316f0
-0.5235235f0, 0.3561364f0
-0.5235235f0, 0.013624048f0
-0.5235235f0, 0.47556737f0
-0.5235235f0, -0.19337255f0
-0.5235235f0, 0.30905694f0
-0.5235235f0, 0.10271163f0
-0.5235235f0, 0.4260964f0
-0.5235235f0, -0.11271785f0
-0.5235235f0, 0.41611874f0
-0.5235235f0, -0.095449254f0
-0.5235235f0, 0.4328165f0
-0.5235235f0, -0.12417376f0
-0.5235235f0, 0.4037064f0
-0.5235235f0, -0.073563464f0
-0.5235235f0, 0.4503082f0
-0.5235235f0, -0.15328567f0
-0.5235235f0, 0.36772424f0
-0.5235235f0, -0.008005714f0
-0.5235235f0, 0.47616246f0
-0.5235235f0, -0.19428752f0
-0.5235235f0, 0.30761114f0
-0.5235235f0, 0.105453454f0
-0.5235235f0, 0.42344436f0
-0.5235235f0, -0.108157456f0
-0.5235235f0, 0.42076796f0
-0.5235235f0, -0.103533305f0
-0.5235235f0, 0.4253082f0
-0.5235235f0, -0.11136475f0
-0.5235235f0, 0.4175158f0
-0.5235235f0, -0.09788522f0
-0.5235235f0, 0.43061212f0
-0.5235235f0, -0.12043187f0
-0.5235235f0, 0.4078743f0
-0.5235235f0, -0.0809599f0
-0.5235235f0, 0.44486967f0
-0.5235235f0, -0.14434731f0
-0.5235235f0, 0.37941834f0
-0.5235235f0, -0.029610362f0
-0.5235235f0, 0.47218952f0
-0.5235235f0, -0.18815267f0
-0.5235235f0, 0.31722137f0
-0.5235235f0, 0.0872164f0
-0.5235235f0, 0.43988973f0
-0.5235235f0, -0.13607201f0
-0.5235235f0, 0.389744f0
-0.5235235f0, -0.048462488f0
-0.5235235f0, 0.46503425f0
-0.5235235f0, -0.1769494f0
-0.5235235f0, 0.33424214f0
-0.5235235f0, 0.05491831f0
-0.5235235f0, 0.46180665f0
-0.5235235f0, -0.17183182f0
-0.5235235f0, 0.34177715f0
-0.5235235f0, 0.040659327f0
-0.5235235f0, 0.4684086f0
-0.5235235f0, -0.18225732f0
-0.5235235f0, 0.32626572f0
-0.5235235f0, 0.07004554f0
-0.5235235f0, 0.45272192f0
-0.5235235f0, -0.15721889f0
-0.5235235f0, 0.36240667f0
-0.5235235f0, 0.0018955299f0
-0.5235235f0, 0.47645888f0
-0.5235235f0, -0.19474271f0
-0.5235235f0, 0.30689028f0
-0.5235235f0, 0.10682017f0
-0.5235235f0, 0.4220991f0
-0.5235235f0, -0.105835944f0
-0.5235235f0, 0.42306942f0
-0.5235235f0, -0.10751101f0
-0.5235235f0, 0.4214133f0
-0.5235235f0, -0.10465026f0
-0.5235235f0, 0.4242277f0
-0.5235235f0, -0.10950678f0
-0.5235235f0, 0.41941f0
-0.5235235f0, -0.10117873f0
-0.5235235f0, 0.42755184f0
-0.5235235f0, -0.11521118f0
-0.5235235f0, 0.4135058f0
-0.5235235f0, -0.090877965f0
-0.5235235f0, 0.43681625f0
-0.5235235f0, -0.13092245f0
-0.5235235f0, 0.3959175f0
-0.5235235f0, -0.059619803f0
-0.5235235f0, 0.45921013f0
-0.5235235f0, -0.16768645f0
-0.5235235f0, 0.3477652f0
-0.5235235f0, 0.029359305f0
-0.5235235f0, 0.47226173f0
-0.5235235f0, -0.18826476f0
-0.5235235f0, 0.31704757f0
-0.5235235f0, 0.08754639f0
-0.5235235f0, 0.4396175f0
-0.5235235f0, -0.13561723f0
-0.5235235f0, 0.3902971f0
-0.5235235f0, -0.049465735f0
-0.5235235f0, 0.46455845f0
-0.5235235f0, -0.17619748f0
-0.5235235f0, 0.33535892f0
-0.5235235f0, 0.052802656f0
-0.5235235f0, 0.46290758f0
-0.5235235f0, -0.17358187f0
-0.5235235f0, 0.3392179f0
-0.5235235f0, 0.04549797f0
-0.5235235f0, 0.46638444f0
-0.5215215f0, 0.30723915f0
-0.5215215f0, 0.10816079f0
-0.5215215f0, 0.42276663f0
-0.5215215f0, -0.10498661f0
-0.5215215f0, 0.42590234f0
-0.5215215f0, -0.11038283f0
-0.5215215f0, 0.42052236f0
-0.5215215f0, -0.101105876f0
-0.5215215f0, 0.42962253f0
-0.5215215f0, -0.11674496f0
-0.5215215f0, 0.41387573f0
-0.5215215f0, -0.08952434f0
-0.5215215f0, 0.43996802f0
-0.5215215f0, -0.13420078f0
-0.5215215f0, 0.39401203f0
-0.5215215f0, -0.054183673f0
-0.5215215f0, 0.4641957f0
-0.5215215f0, -0.17362161f0
-0.5215215f0, 0.34116158f0
-0.5215215f0, 0.043824688f0
-0.5215215f0, 0.46911168f0
-0.5215215f0, -0.18135574f0
-0.5215215f0, 0.3296339f0
-0.5215215f0, 0.06565683f0
-0.5215215f0, 0.457577f0
-0.5215215f0, -0.16306426f0
-0.5215215f0, 0.35631862f0
-0.5215215f0, 0.0152844805f0
-0.5215215f0, 0.4773344f0
-0.5215215f0, -0.19408332f0
-0.5215215f0, 0.3099362f0
-0.5215215f0, 0.10304578f0
-0.5215215f0, 0.42777857f0
-0.5215215f0, -0.11359697f0
-0.5215215f0, 0.41720515f0
-0.5215215f0, -0.09534202f0
-0.5215215f0, 0.43491438f0
-0.5215215f0, -0.1257181f0
-0.5215215f0, 0.40395668f0
-0.5215215f0, -0.0720069f0
-0.5215215f0, 0.45339203f0
-0.5215215f0, -0.15630513f0
-0.5215215f0, 0.3656532f0
-0.5215215f0, -0.0021527305f0
-0.5215215f0, 0.47845578f0
-0.5215215f0, -0.19579841f0
-0.5215215f0, 0.30721632f0
-0.5215215f0, 0.10820404f0
-0.5215215f0, 0.42272335f0
-0.5215215f0, -0.104911886f0
-0.5215215f0, 0.42597514f0
-0.5215215f0, -0.11050777f0
-0.5215215f0, 0.420395f0
-0.5215215f0, -0.10088514f0
-0.5215215f0, 0.42983034f0
-0.5215215f0, -0.11709907f0
-0.5215215f0, 0.41349626f0
-0.5215215f0, -0.08885926f0
-0.5215215f0, 0.44052714f0
-0.5215215f0, -0.13513397f0
-0.5215215f0, 0.39288518f0
-0.5215215f0, -0.052148726f0
-0.5215215f0, 0.46524137f0
-0.5215215f0, -0.17527446f0
-0.5215215f0, 0.33872733f0
-0.5215215f0, 0.048428047f0
-0.5215215f0, 0.4670524f0
-0.5215215f0, -0.17812723f0
-0.5215215f0, 0.33448812f0
-0.5215215f0, 0.05645425f0
-0.5215215f0, 0.46298307f0
-0.5215215f0, -0.1716997f0
-0.5215215f0, 0.34397158f0
-0.5215215f0, 0.038516484f0
-0.5215215f0, 0.4712356f0
-0.5215215f0, -0.18466851f0
-0.5215215f0, 0.32459176f0
-0.5215215f0, 0.07522489f0
-0.5215215f0, 0.4511313f0
-0.5215215f0, -0.15262733f0
-0.5215215f0, 0.37060618f0
-0.5215215f0, -0.011350763f0
-0.5215215f0, 0.47784737f0
-0.5215215f0, -0.19486848f0
-0.5215215f0, 0.30869293f0
-0.5215215f0, 0.10540404f0
-0.5215215f0, 0.4254947f0
-0.5215215f0, -0.109683074f0
-0.5215215f0, 0.42123348f0
-0.5215215f0, -0.102337144f0
-0.5215215f0, 0.4284558f0
-0.5215215f0, -0.114754386f0
-0.5215215f0, 0.41599023f0
-0.5215215f0, -0.09322287f0
-0.5215215f0, 0.43678895f0
-0.5215215f0, -0.1288746f0
-0.5215215f0, 0.40031955f0
-0.5215215f0, -0.06551726f0
-0.5215215f0, 0.45766482f0
-0.5215215f0, -0.16320543f0
-0.5215215f0, 0.35612053f0
-0.5215215f0, 0.015655857f0
-0.5215215f0, 0.47727817f0
-0.5215215f0, -0.19399717f0
-0.5215215f0, 0.31007242f0
-0.5215215f0, 0.10278737f0
-0.5215215f0, 0.42802602f0
-0.5215215f0, -0.114020035f0
-0.5215215f0, 0.4167623f0
-0.5215215f0, -0.09457009f0
-0.5215215f0, 0.43560168f0
-0.5215215f0, -0.12687676f0
-0.5215215f0, 0.40263042f0
-0.5215215f0, -0.06964448f0
-0.5215215f0, 0.45499197f0
-0.5215215f0, -0.15889673f0
-0.5215215f0, 0.3621092f0
-0.5215215f0, 0.0044527077f0
-0.5215215f0, 0.47838134f0
-0.5215215f0, -0.19568472f0
-0.5215215f0, 0.3073971f0
-0.5215215f0, 0.1078613f0
-0.5215215f0, 0.42306602f0
-0.5215215f0, -0.10550315f0
-0.5215215f0, 0.4253977f0
-0.5215215f0, -0.109516494f0
-0.5215215f0, 0.42140216f0
-0.5215215f0, -0.10262901f0
-0.5215215f0, 0.42817736f0
-0.5215215f0, -0.11427872f0
-0.5215215f0, 0.41649082f0
-0.5215215f0, -0.09409658f0
-0.5215215f0, 0.43602073f0
-0.5215215f0, -0.12758246f0
-0.5215215f0, 0.40181762f0
-0.5215215f0, -0.06819436f0
-0.5215215f0, 0.45594883f0
-0.5215215f0, -0.16044226f0
-0.5215215f0, 0.35997483f0
-0.5215215f0, 0.00843984f0
-0.5215215f0, 0.4781295f0
-0.5215215f0, -0.19529991f0
-0.5215215f0, 0.30800843f0
-0.5215215f0, 0.10670215f0
-0.5215215f0, 0.42421788f0
-0.5215215f0, -0.107487865f0
-0.5215215f0, 0.4234383f0
-0.5215215f0, -0.10614508f0
-0.5215215f0, 0.42476752f0
-0.5215215f0, -0.10843348f0
-0.5215215f0, 0.4224934f0
-0.5215215f0, -0.10451494f0
-0.5215215f0, 0.42636117f0
-0.5215215f0, -0.1111699f0
-0.5215215f0, 0.4197178f0
-0.5215215f0, -0.0997109f0
-0.5215215f0, 0.43092903f0
-0.5215215f0, -0.11896878f0
-0.5215215f0, 0.41147622f0
-0.5215215f0, -0.0853118f0
-0.5215215f0, 0.4434442f0
-0.5215215f0, -0.1399853f0
-0.5215215f0, 0.38692448f0
-0.5215215f0, -0.041335497f0
-0.5215215f0, 0.47014117f0
-0.5215215f0, -0.18296368f0
-0.5215215f0, 0.3271942f0
-0.5215215f0, 0.07028552f0
-0.5215215f0, 0.45456284f0
-0.5215215f0, -0.15820254f0
-0.5215215f0, 0.36306283f0
-0.5215215f0, 0.002673452f0
-0.5215215f0, 0.47844344f0
-0.5215215f0, -0.1957796f0
-0.5195195f0, -0.10484119f0
-0.5195195f0, 0.428046f0
-0.5195195f0, -0.11205219f0
-0.5195195f0, 0.4208119f0
-0.5195195f0, -0.099605374f0
-0.5195195f0, 0.4330292f0
-0.5195195f0, -0.12052994f0
-0.5195195f0, 0.41177046f0
-0.5195195f0, -0.08382722f0
-0.5195195f0, 0.4466342f0
-0.5195195f0, -0.14325482f0
-0.5195195f0, 0.38481358f0
-0.5195195f0, -0.035485122f0
-0.5195195f0, 0.4743294f0
-0.5195195f0, -0.1874607f0
-0.5195195f0, 0.3222968f0
-0.5195195f0, 0.08158369f0
-0.5195195f0, 0.44839266f0
-0.5195195f0, -0.14614539f0
-0.5195195f0, 0.38111427f0
-0.5195195f0, -0.028718106f0
-0.5195195f0, 0.47644746f0
-0.5195195f0, -0.19072118f0
-0.5195195f0, 0.3172259f0
-0.5195195f0, 0.091211796f0
-0.5195195f0, 0.44053423f0
-0.5195195f0, -0.1331438f0
-0.5195195f0, 0.3972826f0
-0.5195195f0, -0.058070604f0
-0.5195195f0, 0.4640925f0
-0.5195195f0, -0.17145626f0
-0.5195195f0, 0.34632796f0
-0.5195195f0, 0.036072552f0
-0.5195195f0, 0.47412473f0
-0.5195195f0, -0.18714468f0
-0.5195195f0, 0.32278526f0
-0.5195195f0, 0.08065632f0
-0.5195195f0, 0.4491065f0
-0.5195195f0, -0.1473157f0
-0.5195195f0, 0.37959993f0
-0.5195195f0, -0.025939815f0
-0.5195195f0, 0.47718883f0
-0.5195195f0, -0.19185826f0
-0.5195195f0, 0.3154442f0
-0.5195195f0, 0.094594486f0
-0.5195195f0, 0.43758205f0
-0.5195195f0, -0.12820451f0
-0.5195195f0, 0.4031f0
-0.5195195f0, -0.06847945f0
-0.5195195f0, 0.45776424f0
-0.5195195f0, -0.16136318f0
-0.5195195f0, 0.3606977f0
-0.5195195f0, 0.00909075f0
-0.5195195f0, 0.48007563f0
-0.5195195f0, -0.19626515f0
-0.5195195f0, 0.30847558f0
-0.5195195f0, 0.10781823f0
-0.5195195f0, 0.42511103f0
-0.5195195f0, -0.10702197f0
-0.5195195f0, 0.4259032f0
-0.5195195f0, -0.10838231f0
-0.5195195f0, 0.42454672f0
-0.5195195f0, -0.10605169f0
-0.5195195f0, 0.4268614f0
-0.5195195f0, -0.110025205f0
-0.5195195f0, 0.42288828f0
-0.5195195f0, -0.10319453f0
-0.5195195f0, 0.42963788f0
-0.5195195f0, -0.1147691f0
-0.5195195f0, 0.4179767f0
-0.5195195f0, -0.09468358f0
