-1.0f0, -1.6089907f-11
-0.46946946f0, -0.13885733f0
-0.46946946f0, 0.44037768f0
-0.46946946f0, -0.08283255f0
-0.46946946f0, 0.49746937f0
-0.46946946f0, -0.1720558f0
-0.46946946f0, 0.39550465f0
-0.46946946f0, -0.0048224744f0
-0.46946946f0, 0.5304166f0
-0.46946946f0, -0.21753205f0
-0.46946946f0, 0.32358056f0
-0.46946946f0, 0.1291965f0
-0.46946946f0, 0.45199645f0
-0.46946946f0, -0.101984866f0
-0.46946946f0, 0.48084298f0
-0.46946946f0, -0.14738092f0
-0.46946946f0, 0.4295653f0
-0.46946946f0, -0.06459536f0
-0.46946946f0, 0.5102926f0
-0.46946946f0, -0.19030459f0
-0.46946946f0, 0.367927f0
-0.46946946f0, 0.04567162f0
-0.46946946f0, 0.52036166f0
-0.46946946f0, -0.20414554f0
-0.46946946f0, 0.3458221f0
-0.46946946f0, 0.08707658f0
-0.46946946f0, 0.49405882f0
-0.46946946f0, -0.16708657f0
-0.46946946f0, 0.40267706f0
-0.46946946f0, -0.017675577f0
-0.46946946f0, 0.5290008f0
-0.46746746f0, -0.21824287f0
-0.46746746f0, 0.3243798f0
-0.46746746f0, 0.12968127f0
-0.46746746f0, 0.45343196f0
-0.46746746f0, -0.10231588f0
-0.46746746f0, 0.48253012f0
-0.46746746f0, -0.14793392f0
-0.46746746f0, 0.43084818f0
-0.46746746f0, -0.06477726f0
-0.46746746f0, 0.5121816f0
-0.46746746f0, -0.19093223f0
-0.46746746f0, 0.3689478f0
-0.46746746f0, 0.045778465f0
-0.46746746f0, 0.5223163f0
-0.46746746f0, -0.20477997f0
-0.46746746f0, 0.34678835f0
-0.46746746f0, 0.08725654f0
-0.46746746f0, 0.49591273f0
-0.46746746f0, -0.16779171f0
-0.46746746f0, 0.40367055f0
-0.46746746f0, -0.017443536f0
-0.46746746f0, 0.5310427f0
-0.46746746f0, -0.21634914f0
-0.46746746f0, 0.32757953f0
-0.46746746f0, 0.12360842f0
-0.46746746f0, 0.46039915f0
-0.46746746f0, -0.1135318f0
-0.46746746f0, 0.4713273f0
-0.46746746f0, -0.1307571f0
-0.46746746f0, 0.45216852f0
-0.46746746f0, -0.100262925f0
-0.46746746f0, 0.484468f0
-0.46746746f0, -0.15085457f0
-0.46746746f0, 0.42701516f0
-0.46746746f0, -0.058236476f0
-0.46746746f0, 0.5160516f0
-0.46746746f0, -0.19627193f0
-0.46746746f0, 0.36051685f0
-0.46746746f0, 0.06148077f0
-0.46746746f0, 0.51418155f0
-0.46746746f0, -0.1936997f0
-0.46746746f0, 0.36459652f0
-0.46746746f0, 0.053868774f0
-0.46746746f0, 0.5184141f0
-0.46746746f0, -0.19950025f0
-0.46746746f0, 0.35534933f0
-0.46746746f0, 0.071156055f0
-0.46746746f0, 0.50802815f0
-0.46746746f0, -0.18513045f0
-0.46746746f0, 0.37793788f0
-0.46746746f0, 0.02916677f0
-0.46746746f0, 0.52837276f0
-0.46746746f0, -0.21284445f0
-0.46746746f0, 0.3334611f0
-0.46746746f0, 0.1124544f0
-0.46746746f0, 0.47244796f0
-0.46746746f0, -0.13249761f0
-0.46746746f0, 0.45010608f0
-0.46746746f0, -0.09689932f0
-0.46746746f0, 0.48756644f0
-0.46746746f0, -0.15549271f0
-0.46746746f0, 0.42080912f0
-0.46746746f0, -0.0475485f0
-0.46746746f0, 0.5215154f0
-0.46746746f0, -0.20370175f0
-0.46746746f0, 0.3485475f0
-0.46746746f0, 0.083941646f0
-0.46746746f0, 0.4985954f0
-0.46746746f0, -0.17168383f0
-0.46746746f0, 0.39804876f0
-0.46746746f0, -0.0073943157f0
-0.46746746f0, 0.53226465f0
-0.46746746f0, -0.21794286f0
-0.46746746f0, 0.3248877f0
-0.46746746f0, 0.12871717f0
-0.46746746f0, 0.4545568f0
-0.46746746f0, -0.10413873f0
-0.46746746f0, 0.4807799f0
-0.46746746f0, -0.14528318f0
-0.46746746f0, 0.43427593f0
-0.46746746f0, -0.07058628f0
-0.46746746f0, 0.50841427f0
-0.46746746f0, -0.18567286f0
-0.46746746f0, 0.3771051f0
-0.46746746f0, 0.030699274f0
-0.46746746f0, 0.5279252f0
-0.46746746f0, -0.2122539f0
-0.46746746f0, 0.33444694f0
-0.46746746f0, 0.11058638f0
-0.46746746f0, 0.47436884f0
-0.46746746f0, -0.13546948f0
-0.46746746f0, 0.44653255f0
-0.46746746f0, -0.09103531f0
-0.46746746f0, 0.49273762f0
-0.46746746f0, -0.16314663f0
-0.46746746f0, 0.4102571f0
-0.46746746f0, -0.029111242f0
-0.46746746f0, 0.52838856f0
-0.46746746f0, -0.21286526f0
-0.46746746f0, 0.33342633f0
-0.46746746f0, 0.112520315f0
-0.46746746f0, 0.47237968f0
-0.46746746f0, -0.13239169f0
-0.46746746f0, 0.45023227f0
-0.46746746f0, -0.097105525f0
-0.46746746f0, 0.48737922f0
-0.46746746f0, -0.15521361f0
-0.46746746f0, 0.42118666f0
-0.46746746f0, -0.048202075f0
-0.46746746f0, 0.5212122f0
-0.46746746f0, -0.2032928f0
-0.46746746f0, 0.3492133f0
-0.46746746f0, 0.08268787f0
-0.46746746f0, 0.49958485f0
-0.46746746f0, -0.17311183f0
-0.46746746f0, 0.39596313f0
-0.46746746f0, -0.003645905f0
-0.46746746f0, 0.5324674f0
-0.46746746f0, -0.21820666f0
-0.46746746f0, 0.3244411f0
-0.46746746f0, 0.12956488f0
-0.46746746f0, 0.45356813f0
-0.46746746f0, -0.1025368f0
-0.46746746f0, 0.48231947f0
-0.46746746f0, -0.14761555f0
-0.46746746f0, 0.43126243f0
-0.46746746f0, -0.06548135f0
-0.46746746f0, 0.51174146f0
-0.46746746f0, -0.19032086f0
-0.46746746f0, 0.36990362f0
-0.46746746f0, 0.044005476f0
-0.46746746f0, 0.52308863f0
-0.46746746f0, -0.2058172f0
-0.46746746f0, 0.34509093f0
-0.46746746f0, 0.09045798f0
-0.46746746f0, 0.49323073f0
-0.46746746f0, -0.16387077f0
-0.46746746f0, 0.40923923f0
-0.46746746f0, -0.02731586f0
-0.46746746f0, 0.52888304f0
-0.46746746f0, -0.21351664f0
-0.46746746f0, 0.3323371f0
-0.46746746f0, 0.11458482f0
-0.46746746f0, 0.47022295f0
-0.46746746f0, -0.12903717f0
-0.46746746f0, 0.45418423f0
-0.46746746f0, -0.10353545f0
-0.46746746f0, 0.4813622f0
-0.46746746f0, -0.14616646f0
-0.46746746f0, 0.43313918f0
-0.46746746f0, -0.06866409f0
-0.46746746f0, 0.50969505f0
-0.46746746f0, -0.18746763f0
-0.46746746f0, 0.37433815f0
-0.46746746f0, 0.035800576f0
-0.46746746f0, 0.526272f0
-0.46746746f0, -0.21006508f0
-0.46746746f0, 0.3380874f0
-0.46746746f0, 0.10369297f0
-0.46746746f0, 0.48121044f0
-0.46746746f0, -0.1459364f0
-0.46746746f0, 0.43343577f0
-0.46746746f0, -0.06916604f0
-0.46746746f0, 0.50936383f0
-0.46746746f0, -0.18700418f0
-0.46746746f0, 0.37505433f0
-0.46746746f0, 0.034478825f0
-0.46746746f0, 0.5267244f0
-0.46746746f0, -0.21066526f0
-0.46746746f0, 0.3370913f0
-0.46746746f0, 0.10557831f0
-0.46746746f0, 0.47937816f0
-0.46746746f0, -0.1431514f0
-0.46746746f0, 0.43699688f0
-0.46746746f0, -0.07516996f0
-0.46746746f0, 0.50522476f0
-0.46746746f0, -0.1811732f0
-0.46746746f0, 0.383964f0
-0.46746746f0, 0.018118503f0
-0.46746746f0, 0.5309253f0
-0.46746746f0, -0.21619564f0
-0.46746746f0, 0.3278382f0
-0.46746746f0, 0.12311754f0
-0.46746746f0, 0.46094996f0
-0.46746746f0, -0.11441083f0
-0.46746746f0, 0.47040603f0
-0.46746746f0, -0.12932262f0
-0.46746746f0, 0.45385122f0
-0.46746746f0, -0.10299585f0
-0.46746746f0, 0.48188046f0
-0.46746746f0, -0.14695147f0
-0.46746746f0, 0.43212432f0
-0.46746746f0, -0.066944435f0
-0.46746746f0, 0.5108123f0
-0.46746746f0, -0.18902753f0
-0.46746746f0, 0.37191913f0
-0.46746746f0, 0.040271994f0
-0.46746746f0, 0.524617f0
-0.46746746f0, -0.20786217f0
-0.46746746f0, 0.34172964f0
-0.46746746f0, 0.096805125f0
-0.46746746f0, 0.48765182f0
-0.46746746f0, -0.15562f0
-0.46746746f0, 0.42063677f0
-0.46746746f0, -0.047250025f0
-0.46746746f0, 0.5216526f0
-0.46746746f0, -0.20388657f0
-0.46746746f0, 0.34824637f0
-0.46746746f0, 0.084508896f0
-0.46746746f0, 0.49814317f0
-0.46746746f0, -0.17102984f0
-0.46746746f0, 0.39899984f0
-0.46746746f0, -0.009100078f0
-0.46746746f0, 0.53212684f0
-0.46746746f0, -0.21776344f0
-0.46746746f0, 0.32519126f0
-0.46746746f0, 0.12814094f0
-0.46746746f0, 0.45522574f0
-0.46746746f0, -0.10522059f0
-0.46746746f0, 0.47972807f0
-0.46746746f0, -0.14368428f0
-0.46746746f0, 0.4363197f0
-0.46746746f0, -0.074031524f0
-0.46746746f0, 0.5060347f0
-0.46746746f0, -0.18231985f0
-0.46746746f0, 0.38222685f0
-0.46746746f0, 0.021295734f0
-0.46746746f0, 0.53031284f0
-0.46746746f0, -0.21539412f0
-0.46746746f0, 0.32918742f0
-0.46746746f0, 0.12055778f0
-0.46746746f0, 0.46379188f0
-0.46746746f0, -0.11892815f0
-0.46746746f0, 0.46557447f0
-0.46746746f0, -0.12174604f0
-0.46746746f0, 0.46247897f0
-0.46746746f0, -0.116845034f0
-0.46746746f0, 0.46782264f0
-0.46746746f0, -0.12528265f0
-0.46746746f0, 0.45850652f0
-0.46746746f0, -0.11050276f0
-0.46746746f0, 0.47445416f0
-0.46746746f0, -0.13560115f0
-0.46746746f0, 0.44637272f0
-0.46746746f0, -0.090771966f0
-0.46746746f0, 0.4929629f0
-0.46746746f0, -0.16347758f0
-0.46746746f0, 0.4097923f0
-0.46746746f0, -0.028291762f0
-0.46746746f0, 0.52861816f0
-0.46746746f0, -0.21316782f0
-0.46746746f0, 0.33292064f0
-0.46746746f0, 0.11347871f0
-0.46746746f0, 0.47138274f0
-0.46746746f0, -0.13084331f0
-0.46746746f0, 0.4520669f0
-0.46746746f0, -0.100097544f0
-0.46746746f0, 0.4846226f0
-0.46746746f0, -0.15108688f0
-0.46746746f0, 0.42670777f0
-0.46746746f0, -0.057709925f0
-0.46746746f0, 0.51634586f0
-0.46746746f0, -0.19667533f0
-0.46746746f0, 0.35987395f0
-0.46746746f0, 0.06268248f0
-0.46746746f0, 0.5134641f0
-0.46746746f0, -0.1927089f0
-0.46746746f0, 0.36615896f0
-0.46746746f0, 0.050960265f0
-0.46746746f0, 0.5198881f0
-0.46746746f0, -0.20150228f0
-0.46746746f0, 0.35211888f0
-0.46746746f0, 0.07722183f0
-0.46746746f0, 0.50373554f0
-0.46746746f0, -0.1790576f0
-0.46746746f0, 0.38714945f0
-0.46746746f0, 0.012308975f0
-0.46746746f0, 0.5317904f0
-0.46746746f0, -0.2173251f0
-0.46746746f0, 0.32593235f0
-0.46746746f0, 0.1267343f0
-0.46746746f0, 0.45684808f0
-0.46746746f0, -0.10783757f0
-0.46746746f0, 0.4771438f0
-0.46746746f0, -0.13973719f0
-0.46746746f0, 0.44128752f0
-0.46746746f0, -0.082347326f0
-0.46746746f0, 0.4998512f0
-0.46746746f0, -0.17349553f0
-0.46746746f0, 0.39540064f0
-0.46746746f0, -0.0026331292f0
-0.46746746f0, 0.53249854f0
-0.46546546f0, -0.21873923f0
-0.46546546f0, 0.32554066f0
-0.46546546f0, 0.12947977f0
-0.46546546f0, 0.45566967f0
-0.46546546f0, -0.10393563f0
-0.46546546f0, 0.48297825f0
-0.46546546f0, -0.14660868f0
-0.46546546f0, 0.43456998f0
-0.46546546f0, -0.069080845f0
-0.46546546f0, 0.5114222f0
-0.46546546f0, -0.18787493f0
-0.46546546f0, 0.3757098f0
-0.46546546f0, 0.03527193f0
-0.46546546f0, 0.5284569f0
-0.46546546f0, -0.2109534f0
-0.46546546f0, 0.3386145f0
-0.46546546f0, 0.10469757f0
-0.46546546f0, 0.48223978f0
-0.46546546f0, -0.14549306f0
-0.46546546f0, 0.4360083f0
-0.46546546f0, -0.07150547f0
-0.46546546f0, 0.5097919f0
-0.46546546f0, -0.1856011f0
-0.46546546f0, 0.37921736f0
-0.46546546f0, 0.028816845f0
-0.46546546f0, 0.53047377f0
-0.46546546f0, -0.21360296f0
-0.46546546f0, 0.33419463f0
-0.46546546f0, 0.113066375f0
-0.46546546f0, 0.47381455f0
-0.46546546f0, -0.13261141f0
-0.46546546f0, 0.45197245f0
-0.46546546f0, -0.09794182f0
-0.46546546f0, 0.48861837f0
-0.46546546f0, -0.15505654f0
-0.46546546f0, 0.42340088f0
-0.46546546f0, -0.050024472f0
-0.46546546f0, 0.5223474f0
-0.46546546f0, -0.2028198f0
-0.46546546f0, 0.35198435f0
-0.46546546f0, 0.079476684f0
-0.46546546f0, 0.5040575f0
-0.46546546f0, -0.17751381f0
-0.46546546f0, 0.39145973f0
-0.46546546f0, 0.0064858077f0
-0.46546546f0, 0.53432846f0
-0.46546546f0, -0.21861775f0
-0.46546546f0, 0.3257466f0
-0.46546546f0, 0.12908886f0
-0.46546546f0, 0.45612597f0
-0.46546546f0, -0.104671925f0
-0.46546546f0, 0.48226473f0
-0.46546546f0, -0.14553076f0
-0.46546546f0, 0.43595985f0
-0.46546546f0, -0.07142389f0
-0.46546546f0, 0.50984764f0
-0.46546546f0, -0.18567902f0
-0.46546546f0, 0.37909764f0
-0.46546546f0, 0.029036766f0
-0.46546546f0, 0.5304117f0
-0.46546546f0, -0.21352166f0
-0.46546546f0, 0.33433074f0
-0.46546546f0, 0.11280854f0
-0.46546546f0, 0.47408265f0
-0.46546546f0, -0.13302562f0
-0.46546546f0, 0.45147797f0
-0.46546546f0, -0.097136416f0
-0.46546546f0, 0.48935318f0
-0.46546546f0, -0.15614764f0
-0.46546546f0, 0.4219232f0
-0.46546546f0, -0.047473885f0
-0.46546546f0, 0.5235518f0
-0.46546546f0, -0.20443597f0
-0.46546546f0, 0.34935218f0
-0.46546546f0, 0.08442836f0
-0.46546546f0, 0.50020957f0
-0.46546546f0, -0.1720093f0
-0.46546546f0, 0.3995765f0
-0.46546546f0, -0.008131197f0
-0.46546546f0, 0.5342106f0
-0.46546546f0, -0.21846543f0
-0.46546546f0, 0.32600477f0
-0.46546546f0, 0.1285989f0
-0.46546546f0, 0.4566963f0
-0.46546546f0, -0.10559115f0
-0.46546546f0, 0.4813676f0
-0.46546546f0, -0.14417261f0
-0.46546546f0, 0.43769944f0
-0.46546546f0, -0.07434744f0
-0.46546546f0, 0.5078131f0
-0.46546546f0, -0.18282603f0
-0.46546546f0, 0.3834597f0
-0.46546546f0, 0.02104222f0
-0.46546546f0, 0.5323673f0
-0.46546546f0, -0.21607442f0
-0.46546546f0, 0.33004445f0
-0.46546546f0, 0.12093416f0
-0.46546546f0, 0.4653792f0
-0.46546546f0, -0.11943598f0
-0.46546546f0, 0.46702322f0
-0.46546546f0, -0.12202528f0
-0.46546546f0, 0.46417084f0
-0.46546546f0, -0.117526226f0
-0.46546546f0, 0.46909323f0
-0.46546546f0, -0.12527087f0
-0.46546546f0, 0.4605219f0
-0.46546546f0, -0.111725815f0
-0.46546546f0, 0.47520253f0
-0.46546546f0, -0.13475284f0
-0.46546546f0, 0.44940224f0
-0.46546546f0, -0.09374592f0
-0.46546546f0, 0.4923859f0
-0.46546546f0, -0.16062753f0
-0.46546546f0, 0.415774f0
-0.46546546f0, -0.03678917f0
-0.46546546f0, 0.5279246f0
-0.46546546f0, -0.21025112f0
-0.46546546f0, 0.3397808f0
-0.46546546f0, 0.102491334f0
-0.46546546f0, 0.48436487f0
-0.46546546f0, -0.14869747f0
-0.46546546f0, 0.43185377f0
-0.46546546f0, -0.06448343f0
-0.46546546f0, 0.514366f0
-0.46546546f0, -0.19195199f0
-0.46546546f0, 0.3693511f0
-0.46546546f0, 0.047032222f0
-0.46546546f0, 0.5237541f0
-0.46546546f0, -0.20470682f0
-0.46546546f0, 0.34890985f0
-0.46546546f0, 0.0852612f0
-0.46546546f0, 0.49954104f0
-0.46546546f0, -0.17104672f0
-0.46546546f0, 0.4009773f0
-0.46546546f0, -0.010637382f0
-0.46546546f0, 0.53398025f0
-0.46546546f0, -0.21816741f0
-0.46546546f0, 0.3265096f0
-0.46546546f0, 0.1276408f0
-0.46546546f0, 0.4578063f0
-0.46546546f0, -0.107376695f0
-0.46546546f0, 0.479605f0
-0.46546546f0, -0.1414949f0
-0.46546546f0, 0.441091f0
-0.46546546f0, -0.08001795f0
-0.46546546f0, 0.5036475f0
-0.46546546f0, -0.17693022f0
-0.46546546f0, 0.3923287f0
-0.46546546f0, 0.004913344f0
-0.46546546f0, 0.53441626f0
-0.46346346f0, -0.21945377f0
-0.46346346f0, 0.32633f0
-0.46346346f0, 0.12998362f0
-0.46346346f0, 0.4570818f0
-0.46346346f0, -0.10420974f0
-0.46346346f0, 0.48471516f0
-0.46346346f0, -0.14722192f0
-0.46346346f0, 0.43577766f0
-0.46346346f0, -0.06911514f0
-0.46346346f0, 0.5134015f0
-0.46346346f0, -0.18861833f0
-0.46346346f0, 0.37655896f0
-0.46346346f0, 0.035709035f0
-0.46346346f0, 0.5303078f0
-0.46346346f0, -0.21138364f0
-0.46346346f0, 0.3399009f0
-0.46346346f0, 0.10426622f0
-0.46346346f0, 0.48466045f0
-0.46346346f0, -0.14713976f0
-0.46346346f0, 0.43588427f0
-0.46346346f0, -0.06929464f0
-0.46346346f0, 0.5132826f0
-0.46346346f0, -0.18845388f0
-0.46346346f0, 0.37681425f0
-0.46346346f0, 0.035238817f0
-0.46346346f0, 0.5304703f0
-0.46346346f0, -0.21159641f0
-0.46346346f0, 0.3395467f0
-0.46346346f0, 0.10493612f0
-0.46346346f0, 0.4840096f0
-0.46346346f0, -0.146161f0
-0.46346346f0, 0.4371502f0
-0.46346346f0, -0.07142348f0
-0.46346346f0, 0.51184994f0
-0.46346346f0, -0.18646759f0
-0.46346346f0, 0.37988606f0
-0.46346346f0, 0.029590966f0
-0.46346346f0, 0.5322552f0
-0.46346346f0, -0.21392651f0
-0.46346346f0, 0.33565482f0
-0.46346346f0, 0.11230227f0
-0.46346346f0, 0.47660947f0
-0.46346346f0, -0.1349138f0
-0.46346346f0, 0.4512097f0
-0.46346346f0, -0.094697066f0
-0.46346346f0, 0.49354702f0
-0.46346346f0, -0.16033073f0
-0.46346346f0, 0.4181874f0
-0.46346346f0, -0.038994126f0
-0.46346346f0, 0.5291136f0
-0.46346346f0, -0.20981595f0
-0.46346346f0, 0.3425044f0
-0.46346346f0, 0.099345274f0
-0.46346346f0, 0.4893268f0
-0.46346346f0, -0.15410654f0
-0.46346346f0, 0.426683f0
-0.46346346f0, -0.05366351f0
-0.46346346f0, 0.5225247f0
-0.46346346f0, -0.20105614f0
-0.46346346f0, 0.35684446f0
-0.46346346f0, 0.072357066f0
-0.46346346f0, 0.51120865f0
-0.46346346f0, -0.1855757f0
-0.46346346f0, 0.38125843f0
-0.46346346f0, 0.02707377f0
-0.46346346f0, 0.53295135f0
-0.46346346f0, -0.21483159f0
-0.46346346f0, 0.33413675f0
-0.46346346f0, 0.115178086f0
-0.46346346f0, 0.47360086f0
-0.46346346f0, -0.13027902f0
-0.46346346f0, 0.45673504f0
-0.46346346f0, -0.103651546f0
-0.46346346f0, 0.48525438f0
-0.46346346f0, -0.14803137f0
-0.46346346f0, 0.43472522f0
-0.46346346f0, -0.06734087f0
-0.46346346f0, 0.5145611f0
-0.46346346f0, -0.19021899f0
-0.46346346f0, 0.3740667f0
-0.46346346f0, 0.04030578f0
-0.46346346f0, 0.5286078f0
-0.46346346f0, -0.20915021f0
-0.46346346f0, 0.3436067f0
-0.46346346f0, 0.09726345f0
-0.46346346f0, 0.49123964f0
-0.46346346f0, -0.15693672f0
-0.46346346f0, 0.42285162f0
-0.46346346f0, -0.0470752f0
-0.46346346f0, 0.5257365f0
-0.46346346f0, -0.20534962f0
-0.46346346f0, 0.34986073f0
-0.46346346f0, 0.08547309f0
-0.46346346f0, 0.50137204f0
-0.46346346f0, -0.17167673f0
-0.46346346f0, 0.4020631f0
-0.46346346f0, -0.01057447f0
-0.46346346f0, 0.53598875f0
-0.46346346f0, -0.2187559f0
-0.46346346f0, 0.32751438f0
-0.46346346f0, 0.12773602f0
-0.46346346f0, 0.45969832f0
-0.46346346f0, -0.1084077f0
-0.46346346f0, 0.48057732f0
-0.46346346f0, -0.14097157f0
-0.46346346f0, 0.44374987f0
-0.46346346f0, -0.08243394f0
-0.46346346f0, 0.5037876f0
-0.46346346f0, -0.1751276f0
-0.46346346f0, 0.39700234f0
-0.46346346f0, -0.0015109493f0
-0.46346346f0, 0.53652537f0
-0.46146145f0, -0.2199936f0
-0.46146145f0, 0.32741448f0
-0.46146145f0, 0.12992759f0
-0.46146145f0, 0.45914948f0
-0.46146145f0, -0.105527245f0
-0.46146145f0, 0.48543417f0
-0.46146145f0, -0.146299f0
-0.46146145f0, 0.4389741f0
-0.46146145f0, -0.072479196f0
-0.46146145f0, 0.51312613f0
-0.46146145f0, -0.18623538f0
-0.46146145f0, 0.38224575f0
-0.46146145f0, 0.027267156f0
-0.46146145f0, 0.53490204f0
-0.46146145f0, -0.21535446f0
-0.46146145f0, 0.33526015f0
-0.46146145f0, 0.11505183f0
-0.46146145f0, 0.47573632f0
-0.46146145f0, -0.1315704f0
-0.46146145f0, 0.45721364f0
-0.46146145f0, -0.10241988f0
-0.46146145f0, 0.488437f0
-0.46146145f0, -0.1507829f0
-0.46146145f0, 0.43311593f0
-0.46146145f0, -0.06261872f0
-0.46146145f0, 0.51950854f0
-0.46146145f0, -0.19498162f0
-0.46146145f0, 0.36857358f0
-0.46146145f0, 0.05247905f0
-0.46146145f0, 0.5251343f0
-0.46146145f0, -0.20254602f0
-0.46146145f0, 0.356433f0
-0.46146145f0, 0.07513014f0
-0.46146145f0, 0.5112593f0
-0.46146145f0, -0.18364419f0
-0.46146145f0, 0.3862174f0
-0.46146145f0, 0.020012582f0
-0.46146145f0, 0.536578f0
-0.46146145f0, -0.21751052f0
-0.46146145f0, 0.33162498f0
-0.46146145f0, 0.12194092f0
-0.46146145f0, 0.4682686f0
-0.46146145f0, -0.11997591f0
-0.46146145f0, 0.47043675f0
-0.46146145f0, -0.12336453f0
-0.46146145f0, 0.46667904f0
-0.46146145f0, -0.11748006f0
-0.46146145f0, 0.47314695f0
-0.46146145f0, -0.12757467f0
-0.46146145f0, 0.46188667f0
-0.46146145f0, -0.10989711f0
-0.46146145f0, 0.48107645f0
-0.46146145f0, -0.13972719f0
-0.46146145f0, 0.44730598f0
-0.46146145f0, -0.0863023f0
-0.46146145f0, 0.50270087f0
-0.46146145f0, -0.17157614f0
-0.46146145f0, 0.40421155f0
-0.46146145f0, -0.012400295f0
-0.46146145f0, 0.53778535f0
-0.46146145f0, -0.21905616f0
-0.46146145f0, 0.32900706f0
-0.46146145f0, 0.12690598f0
-0.46146145f0, 0.46265692f0
-0.46146145f0, -0.111121714f0
-0.46146145f0, 0.47982726f0
-0.46146145f0, -0.13782923f0
-0.46146145f0, 0.44965476f0
-0.46146145f0, -0.09015523f0
-0.46146145f0, 0.4994942f0
-0.46146145f0, -0.16697514f0
-0.46146145f0, 0.41084418f0
-0.46146145f0, -0.024139386f0
-0.46146145f0, 0.5356873f0
-0.46146145f0, -0.21636625f0
-0.46146145f0, 0.3335567f0
-0.46146145f0, 0.11827923f0
-0.46146145f0, 0.47228447f0
-0.46146145f0, -0.12623799f0
-0.46146145f0, 0.46342292f0
-0.46146145f0, -0.11233739f0
-0.46146145f0, 0.47857514f0
-0.46146145f0, -0.13592061f0
-0.46146145f0, 0.45199037f0
-0.46146145f0, -0.09396697f0
-0.46146145f0, 0.49619517f0
-0.46146145f0, -0.16219692f0
-0.46146145f0, 0.417593f0
-0.46146145f0, -0.035957586f0
-0.46146145f0, 0.5322231f0
-0.46146145f0, -0.21188278f0
-0.46146145f0, 0.34107167f0
-0.46146145f0, 0.104054704f0
-0.46146145f0, 0.4868672f0
-0.46146145f0, -0.14844337f0
-0.46146145f0, 0.4361898f0
-0.46146145f0, -0.067806944f0
-0.46146145f0, 0.5162613f0
-0.46146145f0, -0.19055347f0
-0.46146145f0, 0.3755462f0
-0.46146145f0, 0.03957761f0
-0.46146145f0, 0.5308926f0
-0.46146145f0, -0.21014698f0
-0.46146145f0, 0.3439576f0
-0.46146145f0, 0.09860297f0
-0.46146145f0, 0.49201506f0
-0.46146145f0, -0.15607776f0
-0.46146145f0, 0.42602208f0
-0.46146145f0, -0.050528258f0
-0.46146145f0, 0.52610624f0
-0.46146145f0, -0.20383902f0
-0.46146145f0, 0.35432985f0
-0.46146145f0, 0.07907495f0
-0.46146145f0, 0.5083642f0
-0.46146145f0, -0.17959656f0
-0.46146145f0, 0.39234638f0
-0.46146145f0, 0.008885417f0
-0.46146145f0, 0.53815174f0
-0.46146145f0, -0.21952395f0
-0.46146145f0, 0.3282128f0
-0.46146145f0, 0.12841284f0
-0.46146145f0, 0.4609164f0
-0.46146145f0, -0.10835133f0
-0.46146145f0, 0.48263583f0
-0.46146145f0, -0.14208764f0
-0.46146145f0, 0.44434863f0
-0.46146145f0, -0.081423454f0
-0.46146145f0, 0.50657463f0
-0.46146145f0, -0.17707679f0
-0.46146145f0, 0.39611468f0
-0.46146145f0, 0.0020873963f0
-0.46146145f0, 0.5385172f0
-0.45945945f0, 0.45327082f0
-0.45945945f0, -0.09404637f0
-0.45945945f0, 0.49812713f0
-0.45945945f0, -0.16299862f0
-0.45945945f0, 0.41847274f0
-0.45945945f0, -0.035486355f0
-0.45945945f0, 0.5343891f0
-0.45945945f0, -0.2126901f0
-0.45945945f0, 0.3417269f0
-0.45945945f0, 0.10481831f0
-0.45945945f0, 0.48812833f0
-0.45945945f0, -0.14832166f0
-0.45945945f0, 0.4383507f0
-0.45945945f0, -0.069433324f0
-0.45945945f0, 0.51719457f0
-0.45945945f0, -0.18982874f0
-0.45945945f0, 0.3786796f0
-0.45945945f0, 0.03581095f0
-0.45945945f0, 0.53427637f0
-0.45945945f0, -0.21254444f0
-0.45945945f0, 0.34197012f0
-0.45945945f0, 0.104358725f0
-0.45945945f0, 0.4885748f0
-0.45945945f0, -0.14898577f0
-0.45945945f0, 0.4374825f0
-0.45945945f0, -0.067977406f0
-0.45945945f0, 0.5181524f0
-0.45945945f0, -0.19113582f0
-0.45945945f0, 0.37663704f0
-0.45945945f0, 0.039569173f0
-0.45945945f0, 0.5328979f0
-0.45945945f0, -0.21075815f0
-0.45945945f0, 0.34494498f0
-0.45945945f0, 0.09874135f0
-0.45945945f0, 0.49388948f0
-0.45945945f0, -0.15682858f0
-0.45945945f0, 0.427003f0
-0.45945945f0, -0.050207663f0
-0.45945945f0, 0.5282645f0
-0.45945945f0, -0.20469372f0
-0.45945945f0, 0.3549373f0
-0.45945945f0, 0.07993706f0
-0.45945945f0, 0.50971496f0
-0.45945945f0, -0.1794875f0
-0.45945945f0, 0.39451224f0
-0.45945945f0, 0.0069760447f0
-0.45945945f0, 0.5403021f0
-0.45945945f0, -0.22025563f0
-0.45945945f0, 0.3289707f0
-0.45945945f0, 0.12897693f0
-0.45945945f0, 0.46226245f0
-0.45945945f0, -0.108492844f0
-0.45945945f0, 0.48449588f0
-0.45945945f0, -0.14288844f0
-0.45945945f0, 0.4453383f0
-0.45945945f0, -0.08105754f0
-0.45945945f0, 0.5088587f0
-0.45945945f0, -0.1782884f0
-0.45945945f0, 0.3963093f0
-0.45945945f0, 0.003739237f0
-0.45945945f0, 0.54047203f0
